creative_id,campaign_id,advertiser_name,app_name,vertical,format,width,height,language,creative_launch_date,theme,hook_type,cta_text,headline,subhead,dominant_color,emotional_tone,duration_sec,text_density,copy_length_chars,readability_score,brand_visibility_score,clutter_score,novelty_score,motion_score,faces_count,product_count,has_price,has_discount_badge,has_gameplay,has_ugc_style,asset_file
500291,20048,VoxelRealm,VoxelRealm Legends,gaming,rewarded_video,360,640,en,2026-01-31,family,challenge,Claim reward,Beat your rivals,Play with friends tonight,purple,urgent,10,0.392,45,0.574,0.504,0.074,0.582,1.0,0,3,0,0,0,1,assets/creative_500291.png
500292,20048,VoxelRealm,VoxelRealm Legends,gaming,rewarded_video,360,640,es,2026-01-22,feature-focus,fast,Learn more,Level up today,Free rewards for new players,blue,playful,30,0.595,35,0.774,0.782,0.596,0.54,0.81,0,1,1,0,0,1,assets/creative_500292.png
500293,20048,VoxelRealm,VoxelRealm Legends,gaming,rewarded_video,360,640,es,2026-01-26,feature-focus,power-up,Start now,Join the arena,Free rewards for new players,blue,trustworthy,20,0.598,46,0.728,0.4,0.37,0.574,1.0,0,0,0,0,1,0,assets/creative_500293.png
500294,20049,BoltCart,BoltCart Market,ecommerce,native,320,320,en,2026-01-17,testimonial,new collection,Try for free,New collection drop,Free shipping over $25,blue,calm,0,0.909,46,0.868,0.609,0.741,0.643,0.504,1,3,0,1,0,1,assets/creative_500294.png
500295,20049,BoltCart,BoltCart Market,ecommerce,interstitial,360,640,ja,2026-01-20,food-closeup,new collection,Book now,New collection drop,Only this weekend,orange,premium,0,0.683,56,0.927,0.465,0.319,0.781,0.225,2,3,1,1,0,0,assets/creative_500295.png
500296,20049,BoltCart,BoltCart Market,ecommerce,native,320,320,en,2026-01-25,ugc,before/after,Book now,Flash sale live,Shop bestsellers now,orange,excited,0,0.086,34,0.659,0.671,0.461,0.476,0.487,2,1,0,0,0,0,assets/creative_500296.png
500297,20049,BoltCart,BoltCart Market,ecommerce,native,320,320,en,2026-01-10,wanderlust,free shipping,Watch now,Your next favorite pick,Shop bestsellers now,black,adventurous,0,0.575,90,0.841,0.633,0.353,0.527,0.257,2,3,1,0,0,0,assets/creative_500297.png
500298,20049,BoltCart,BoltCart Market,ecommerce,native,320,320,ja,2026-01-15,ugc,discover,Book now,New collection drop,Shop bestsellers now,beige,playful,0,0.454,70,0.99,0.45,0.308,0.858,0.557,1,3,1,1,0,0,assets/creative_500298.png
500299,20049,BoltCart,BoltCart Market,ecommerce,banner,320,480,ja,2026-01-25,ugc,2-for-1,Install now,Your next favorite pick,Only this weekend,teal,urgent,0,0.928,48,0.826,0.719,0.219,0.821,0.406,0,2,1,1,0,0,assets/creative_500299.png
500300,20050,VaultRun,VaultRun Cash,fintech,native,320,320,pt,2026-01-29,feature-focus,cashback,Order now,Earn cashback daily,Built for peace of mind,white,trustworthy,0,0.407,54,0.817,0.632,0.18,0.423,0.209,0,1,0,0,0,0,assets/creative_500300.png
500301,20050,VaultRun,VaultRun Cash,fintech,interstitial,360,640,pt,2026-01-26,trust,earn more,Try for free,Secure & simple,"Fast signup, instant card",white,calm,0,0.312,62,0.99,0.789,0.155,0.493,0.439,0,3,0,0,0,0,assets/creative_500301.png
500302,20050,VaultRun,VaultRun Cash,fintech,native,320,320,pt,2026-01-29,wanderlust,save smarter,Try for free,Save with confidence,"Fast signup, instant card",green,premium,0,0.501,24,0.99,0.91,0.295,0.259,0.196,2,2,0,0,0,1,assets/creative_500302.png
500303,20050,VaultRun,VaultRun Cash,fintech,banner,320,480,es,2026-01-26,testimonial,fast,Watch now,"Your money, clearer","Fast signup, instant card",white,excited,0,0.502,21,0.917,0.584,0.02,0.258,0.443,0,0,0,1,0,0,assets/creative_500303.png
500304,20050,VaultRun,VaultRun Cash,fintech,rewarded_video,360,640,pt,2026-02-01,competitive,security,Shop now,Save with confidence,Built for peace of mind,white,adventurous,6,0.378,78,0.902,0.749,0.382,0.279,0.197,1,0,0,0,0,0,assets/creative_500304.png
500305,20050,VaultRun,VaultRun Cash,fintech,interstitial,360,640,es,2026-01-16,drama,cashback,Try for free,Earn cashback daily,No hidden fees,green,trustworthy,0,0.195,43,0.94,0.957,0.02,0.725,0.26,0,2,0,0,0,0,assets/creative_500305.png
500306,20051,HorizonHop,HorizonHop Flights,travel,native,320,320,ja,2026-01-16,celebrity,discover,Book now,Book your next trip,Special fares today,blue,playful,0,0.386,58,0.883,0.53,0.211,0.61,0.801,1,3,1,0,0,0,assets/creative_500306.png
500307,20051,HorizonHop,HorizonHop Flights,travel,native,320,320,ja,2026-01-18,wanderlust,limited offer,Install now,Escape this weekend,Flexible booking options,orange,excited,0,0.384,64,0.715,0.567,0.408,0.76,0.595,0,2,0,0,0,0,assets/creative_500307.png
500308,20051,HorizonHop,HorizonHop Flights,travel,native,320,320,ja,2026-01-19,wanderlust,discover,Shop now,Fly smarter,Special fares today,orange,playful,0,0.559,69,0.806,0.712,0.335,0.729,0.348,1,1,0,0,0,0,assets/creative_500308.png
500309,20051,HorizonHop,HorizonHop Flights,travel,interstitial,360,640,ja,2026-01-13,destination,security,Try for free,Escape this weekend,Hotels + flights in one tap,purple,trustworthy,5,0.537,53,0.841,0.353,0.361,0.796,0.724,3,0,0,0,0,1,assets/creative_500309.png
500310,20051,HorizonHop,HorizonHop Flights,travel,native,320,320,pt,2026-01-13,family,trending,Start now,Book your next trip,Special fares today,blue,urgent,0,0.304,78,0.783,0.853,0.193,0.6,0.446,2,1,1,0,0,1,assets/creative_500310.png
500311,20051,HorizonHop,HorizonHop Flights,travel,native,320,320,pt,2026-01-13,discount,free rewards,Learn more,Dream destinations await,Special fares today,teal,adventurous,0,0.343,35,0.828,0.534,0.359,0.559,0.54,0,1,1,0,0,0,assets/creative_500311.png
500312,20052,FreshDash,FreshDash Eats,food_delivery,interstitial,360,640,fr,2026-01-25,discount,watch now,Book now,Hungry? We got you,Free delivery over $15,purple,playful,8,0.715,66,0.812,0.556,0.251,0.794,0.157,0,1,1,1,0,1,assets/creative_500312.png
500313,20052,FreshDash,FreshDash Eats,food_delivery,banner,320,480,en,2026-01-09,discount,late-night,Install now,Dinner in minutes,Fresh favorites nearby,blue,calm,0,0.581,65,0.801,0.787,0.712,0.424,0.636,2,3,1,0,0,0,assets/creative_500313.png
500314,20052,FreshDash,FreshDash Eats,food_delivery,rewarded_video,360,640,fr,2026-01-25,discount,late-night,Try for free,2-for-1 tonight,Fresh favorites nearby,orange,trustworthy,10,0.405,22,0.99,0.76,0.441,0.347,0.463,1,4,1,1,0,0,assets/creative_500314.png
500315,20052,FreshDash,FreshDash Eats,food_delivery,banner,320,480,fr,2026-01-26,combo,2-for-1,Get offer,2-for-1 tonight,Late-night deals available,red,urgent,0,0.584,50,0.86,0.596,0.507,0.99,0.477,1,3,1,0,0,1,assets/creative_500315.png
500316,20052,FreshDash,FreshDash Eats,food_delivery,banner,320,480,fr,2026-01-15,food-closeup,fast,Install now,"Fast food, fast",Free delivery over $15,yellow,trustworthy,0,0.366,67,0.787,0.437,0.163,0.85,0.369,1,3,1,1,0,0,assets/creative_500316.png
500317,20052,FreshDash,FreshDash Eats,food_delivery,interstitial,360,640,fr,2026-01-13,discount,2-for-1,Start now,2-for-1 tonight,Late-night deals available,orange,urgent,12,0.482,97,0.858,0.596,0.359,0.471,0.315,1,3,1,1,0,1,assets/creative_500317.png
500318,20053,PulsePlay,PulsePlay Play,entertainment,interstitial,360,640,en,2026-01-20,testimonial,save smarter,Shop now,Binge starts now,New hits every week,orange,urgent,12,0.502,53,0.903,0.707,0.438,0.702,0.855,0,2,0,0,0,1,assets/creative_500318.png
500319,20053,PulsePlay,PulsePlay Play,entertainment,interstitial,360,640,en,2026-01-20,drama,trending,Learn more,Binge starts now,New hits every week,red,calm,12,0.634,39,0.745,0.884,0.362,0.622,0.631,2,3,0,0,0,1,assets/creative_500319.png
500320,20053,PulsePlay,PulsePlay Play,entertainment,rewarded_video,360,640,en,2026-01-17,ugc,watch now,Shop now,Watch what’s trending,New hits every week,blue,excited,20,0.299,61,0.916,0.483,0.48,0.71,0.482,1,1,0,0,0,0,assets/creative_500320.png
500321,20053,PulsePlay,PulsePlay Play,entertainment,interstitial,360,640,en,2026-01-15,urgency,trending,Learn more,Exclusive tonight,Start free today,lime,trustworthy,0,0.343,46,0.762,0.56,0.525,0.897,0.431,1,1,0,0,0,1,assets/creative_500321.png
500322,20053,PulsePlay,PulsePlay Play,entertainment,interstitial,360,640,en,2026-01-19,trailer,new season,Learn more,Stream the hype,New hits every week,orange,trustworthy,0,0.454,54,0.748,0.31,0.569,0.741,0.684,1,2,0,0,0,1,assets/creative_500322.png
500323,20053,PulsePlay,PulsePlay Play,entertainment,native,320,320,en,2026-01-20,ugc,watch now,Shop now,Watch what’s trending,Start free today,purple,premium,0,0.292,33,0.828,0.231,0.308,0.677,0.824,1,0,0,1,0,1,assets/creative_500323.png
500324,20054,StormByte,StormByte Saga,gaming,interstitial,360,640,en,2026-01-07,competitive,free rewards,Shop now,Win epic rewards,Free rewards for new players,orange,calm,5,0.101,12,0.74,0.428,0.39,0.854,0.781,2,2,0,1,0,0,assets/creative_500324.png
500325,20054,StormByte,StormByte Saga,gaming,interstitial,360,640,en,2026-01-20,competitive,power-up,Try for free,Beat your rivals,Play with friends tonight,lime,playful,5,0.339,19,0.811,0.482,0.282,0.511,1.0,2,1,0,0,0,0,assets/creative_500325.png
500326,20054,StormByte,StormByte Saga,gaming,rewarded_video,360,640,en,2026-01-08,competitive,free rewards,Shop now,Beat your rivals,Free rewards for new players,lime,premium,6,0.395,50,0.758,0.53,0.1,0.736,0.948,0,1,0,0,1,1,assets/creative_500326.png
500327,20054,StormByte,StormByte Saga,gaming,native,320,320,en,2026-01-15,celebrity,competition,Learn more,Join the arena,No ads in first week,blue,urgent,0,0.394,31,0.681,0.349,0.525,0.372,1.0,2,2,0,0,1,0,assets/creative_500327.png
500328,20054,StormByte,StormByte Saga,gaming,interstitial,360,640,en,2026-01-11,reward,power-up,Install now,Win epic rewards,Free rewards for new players,purple,premium,5,0.159,27,0.74,0.524,0.663,0.748,1.0,2,2,0,0,1,1,assets/creative_500328.png
500329,20054,StormByte,StormByte Saga,gaming,rewarded_video,360,640,en,2026-01-07,competitive,free rewards,Order now,Join the arena,No ads in first week,purple,trustworthy,15,0.193,45,0.474,0.449,0.542,0.533,0.447,0,1,0,0,1,0,assets/creative_500329.png
500330,20055,ZenDrop,ZenDrop Shop,ecommerce,rewarded_video,360,640,de,2026-01-26,discount,new collection,Watch now,New collection drop,Shop bestsellers now,black,trustworthy,15,0.363,25,0.955,0.76,0.412,0.419,0.276,1,1,1,1,0,1,assets/creative_500330.png
500331,20055,ZenDrop,ZenDrop Shop,ecommerce,interstitial,360,640,de,2026-01-15,minimalist,limited offer,Shop now,Up to 40% off,Free shipping over $25,white,playful,12,0.604,68,0.787,0.413,0.636,0.254,0.244,2,1,1,1,0,0,assets/creative_500331.png
500332,20055,ZenDrop,ZenDrop Shop,ecommerce,banner,320,480,de,2026-01-25,ugc,limited offer,Get offer,New collection drop,Free shipping over $25,blue,trustworthy,0,0.797,83,0.827,0.618,0.329,0.436,0.318,2,4,1,0,0,0,assets/creative_500332.png
500333,20055,ZenDrop,ZenDrop Shop,ecommerce,native,320,320,it,2026-01-25,product-focus,limited offer,Learn more,Flash sale live,Only this weekend,purple,calm,0,0.805,51,0.858,0.377,0.436,0.402,0.337,2,3,0,0,0,1,assets/creative_500333.png
500334,20055,ZenDrop,ZenDrop Shop,ecommerce,banner,320,480,en,2026-01-14,discount,free rewards,Get offer,Limited stock,Shop bestsellers now,blue,adventurous,0,0.514,32,0.808,0.96,0.488,0.661,0.136,1,0,1,1,0,0,assets/creative_500334.png
500335,20055,ZenDrop,ZenDrop Shop,ecommerce,native,320,320,en,2026-01-17,product-focus,new collection,Claim reward,Up to 40% off,Free shipping over $25,black,premium,0,0.66,70,0.76,0.583,0.212,0.781,0.454,0,3,1,0,0,1,assets/creative_500335.png
500336,20056,NovaPay,NovaPay Bank,fintech,banner,320,480,en,2026-01-19,trust,power-up,Watch now,Track every euro,"Fast signup, instant card",blue,excited,0,0.298,62,0.896,0.942,0.292,0.278,0.12,0,0,0,0,0,0,assets/creative_500336.png
500337,20056,NovaPay,NovaPay Bank,fintech,rewarded_video,360,640,en,2026-01-27,celebrity,fast,Watch now,Track every euro,Built for peace of mind,white,playful,15,0.342,27,0.888,0.856,0.02,0.412,0.07,1,1,0,1,0,1,assets/creative_500337.png
500338,20056,NovaPay,NovaPay Bank,fintech,native,320,320,en,2026-02-01,feature-focus,earn more,Claim reward,Secure & simple,No hidden fees,purple,premium,0,0.748,63,0.904,0.98,0.117,0.35,0.126,3,1,0,0,0,0,assets/creative_500338.png
500339,20056,NovaPay,NovaPay Bank,fintech,native,320,320,fr,2026-01-21,ugc,security,Watch now,Track every euro,"Fast signup, instant card",lime,trustworthy,0,0.583,45,0.942,0.937,0.168,0.315,0.223,0,1,0,0,0,0,assets/creative_500339.png
500340,20056,NovaPay,NovaPay Bank,fintech,banner,320,480,en,2026-01-29,feature-focus,earn more,Shop now,Save with confidence,"Fast signup, instant card",blue,excited,0,0.575,23,0.866,0.658,0.349,0.643,0.213,1,1,0,1,0,1,assets/creative_500340.png
500341,20056,NovaPay,NovaPay Bank,fintech,rewarded_video,360,640,fr,2026-01-23,feature-focus,challenge,Book now,"Your money, clearer","Fast signup, instant card",white,calm,10,0.549,81,0.851,0.822,0.02,0.387,0.558,0,1,0,1,0,0,assets/creative_500341.png
500342,20057,RouteBloom,RouteBloom Deals,travel,native,320,320,en,2026-01-03,discount,book now,Try for free,Dream destinations await,Hotels + flights in one tap,orange,playful,0,0.245,52,0.962,0.779,0.383,0.743,0.239,3,1,1,1,0,0,assets/creative_500342.png
500343,20057,RouteBloom,RouteBloom Deals,travel,rewarded_video,360,640,it,2026-01-07,discount,last-minute deal,Get offer,Book your next trip,Flexible booking options,white,urgent,30,0.632,54,0.784,0.554,0.223,0.808,0.444,0,0,0,1,0,0,assets/creative_500343.png
500344,20057,RouteBloom,RouteBloom Deals,travel,rewarded_video,360,640,es,2026-01-14,destination,escape,Book now,Fly smarter,Hotels + flights in one tap,orange,adventurous,6,0.414,54,0.853,0.759,0.276,0.337,0.408,1,1,0,1,0,1,assets/creative_500344.png
500345,20057,RouteBloom,RouteBloom Deals,travel,interstitial,360,640,es,2026-01-05,discount,book now,Start now,Dream destinations await,Flexible booking options,orange,urgent,0,0.615,61,0.699,0.252,0.132,0.99,0.458,0,1,1,1,0,0,assets/creative_500345.png
500346,20057,RouteBloom,RouteBloom Deals,travel,interstitial,360,640,es,2026-01-02,wanderlust,save smarter,Book now,Escape this weekend,Flexible booking options,orange,calm,5,0.581,70,0.839,0.713,0.354,0.471,0.837,2,0,0,1,0,1,assets/creative_500346.png
500347,20057,RouteBloom,RouteBloom Deals,travel,interstitial,360,640,es,2026-01-05,discount,discover,Get offer,Book your next trip,Flexible booking options,white,excited,0,0.281,66,0.782,0.695,0.212,0.599,0.603,1,1,0,1,0,0,assets/creative_500347.png
500348,20058,CraveLoop,CraveLoop Bites,food_delivery,native,320,320,fr,2026-02-01,urgency,late-night,Install now,"Your cravings, delivered",Fresh favorites nearby,orange,urgent,0,0.632,20,0.931,0.495,0.444,0.564,0.152,0,3,1,1,0,0,assets/creative_500348.png
500349,20058,CraveLoop,CraveLoop Bites,food_delivery,native,320,320,ja,2026-01-16,product-focus,limited offer,Install now,2-for-1 tonight,Free delivery over $15,yellow,premium,0,0.383,75,0.96,0.543,0.429,0.501,0.687,3,3,1,0,0,0,assets/creative_500349.png
500350,20058,CraveLoop,CraveLoop Bites,food_delivery,banner,320,480,ja,2026-01-16,food-closeup,free delivery,Learn more,"Fast food, fast",Fresh favorites nearby,purple,playful,0,0.673,20,0.928,0.658,0.318,0.644,0.5,0,2,1,1,0,0,assets/creative_500350.png
500351,20058,CraveLoop,CraveLoop Bites,food_delivery,native,320,320,en,2026-01-17,reward,discover,Try for free,Dinner in minutes,Fresh favorites nearby,blue,excited,0,0.668,81,0.89,0.744,0.504,0.637,0.255,2,2,1,1,0,0,assets/creative_500351.png
500352,20058,CraveLoop,CraveLoop Bites,food_delivery,native,320,320,ja,2026-01-24,combo,fast,Get offer,2-for-1 tonight,Free delivery over $15,red,excited,0,0.515,61,0.809,0.709,0.319,0.321,0.578,2,2,1,1,0,0,assets/creative_500352.png
500353,20058,CraveLoop,CraveLoop Bites,food_delivery,native,320,320,en,2026-01-15,combo,free delivery,Claim reward,"Your cravings, delivered",Late-night deals available,orange,excited,0,0.093,78,0.79,0.667,0.369,0.535,0.709,1,1,1,1,0,0,assets/creative_500353.png
500354,20059,NeonCast,NeonCast Now,entertainment,rewarded_video,360,640,es,2026-01-18,ugc,save smarter,Book now,Binge starts now,Cancel anytime,red,playful,6,0.314,31,0.835,0.812,0.566,0.737,0.972,3,2,0,0,0,0,assets/creative_500354.png
500355,20059,NeonCast,NeonCast Now,entertainment,rewarded_video,360,640,es,2026-01-05,trailer,save smarter,Shop now,A new season drops,Start free today,orange,premium,20,0.579,50,0.684,0.704,0.405,0.99,0.735,1,4,0,0,0,1,assets/creative_500355.png
500356,20059,NeonCast,NeonCast Now,entertainment,rewarded_video,360,640,es,2026-01-11,drama,watch now,Try for free,Binge starts now,New hits every week,purple,premium,15,0.268,58,0.833,0.475,0.02,0.284,0.76,1,0,0,0,0,1,assets/creative_500356.png
500357,20059,NeonCast,NeonCast Now,entertainment,interstitial,360,640,es,2026-01-06,celebrity,trending,Learn more,Watch what’s trending,Cancel anytime,orange,excited,8,0.339,23,0.801,0.369,0.434,0.873,0.95,2,2,0,0,0,1,assets/creative_500357.png
500358,20059,NeonCast,NeonCast Now,entertainment,interstitial,360,640,es,2026-01-08,drama,challenge,Shop now,Binge starts now,New hits every week,red,urgent,12,0.437,56,0.719,0.381,0.379,0.62,0.898,1,0,0,0,0,1,assets/creative_500358.png
500359,20059,NeonCast,NeonCast Now,entertainment,native,320,320,it,2026-01-12,trailer,watch now,Try for free,Stream the hype,New hits every week,purple,calm,0,0.328,22,0.756,0.624,0.452,0.846,0.332,3,0,0,0,0,0,assets/creative_500359.png
500360,20060,GlitchWave,GlitchWave Saga,gaming,interstitial,360,640,ja,2026-01-19,fantasy,free rewards,Start now,Join the arena,Free rewards for new players,blue,excited,8,0.509,58,0.583,0.46,0.498,0.689,1.0,3,2,0,0,0,1,assets/creative_500360.png
500361,20060,GlitchWave,GlitchWave Saga,gaming,interstitial,360,640,pt,2026-01-23,competitive,power-up,Shop now,Win epic rewards,Play with friends tonight,orange,playful,5,0.685,65,0.639,0.53,0.102,0.934,1.0,0,2,0,1,0,0,assets/creative_500361.png
500362,20060,GlitchWave,GlitchWave Saga,gaming,interstitial,360,640,ja,2026-01-17,fantasy,security,Get offer,Beat your rivals,Play with friends tonight,purple,urgent,0,0.256,45,0.616,0.602,0.628,0.501,1.0,0,2,0,0,1,0,assets/creative_500362.png
500363,20060,GlitchWave,GlitchWave Saga,gaming,interstitial,360,640,ja,2026-02-01,discount,power-up,Try for free,Beat your rivals,No ads in first week,lime,adventurous,12,0.403,44,0.719,0.297,0.526,0.792,1.0,1,1,0,0,0,0,assets/creative_500363.png
500364,20060,GlitchWave,GlitchWave Saga,gaming,interstitial,360,640,ja,2026-01-17,fantasy,challenge,Watch now,Join the arena,Free rewards for new players,purple,adventurous,8,0.281,17,0.691,0.614,0.414,0.687,1.0,0,2,0,0,1,0,assets/creative_500364.png
500365,20060,GlitchWave,GlitchWave Saga,gaming,interstitial,360,640,pt,2026-01-19,competitive,last-minute deal,Try for free,Win epic rewards,Play with friends tonight,orange,urgent,0,0.507,38,0.739,0.48,0.274,0.879,0.831,0,1,0,0,0,0,assets/creative_500365.png
500366,20061,LuxShelf,LuxShelf Shop,ecommerce,interstitial,360,640,en,2026-01-29,discount,security,Learn more,Up to 40% off,Only this weekend,blue,adventurous,5,0.584,60,0.698,0.774,0.366,0.537,0.632,0,1,1,0,0,0,assets/creative_500366.png
500367,20061,LuxShelf,LuxShelf Shop,ecommerce,native,320,320,en,2026-01-19,product-focus,free shipping,Get offer,Your next favorite pick,Shop bestsellers now,red,playful,0,0.38,53,0.883,0.714,0.325,0.237,0.446,0,3,1,0,0,0,assets/creative_500367.png
500368,20061,LuxShelf,LuxShelf Shop,ecommerce,banner,320,480,en,2026-01-19,discount,new collection,Learn more,New collection drop,Only this weekend,teal,adventurous,0,0.626,73,0.876,0.542,0.123,0.466,0.55,3,1,1,0,0,1,assets/creative_500368.png
500369,20061,LuxShelf,LuxShelf Shop,ecommerce,banner,320,480,en,2026-01-14,discount,new collection,Get offer,Flash sale live,Free shipping over $25,orange,excited,0,0.501,71,0.722,0.676,0.476,0.311,0.315,2,3,1,0,0,0,assets/creative_500369.png
500370,20061,LuxShelf,LuxShelf Shop,ecommerce,banner,320,480,en,2026-01-25,reward,free shipping,Shop now,Flash sale live,Only this weekend,teal,adventurous,0,0.463,71,0.734,0.525,0.252,0.604,0.404,2,2,0,0,0,0,assets/creative_500370.png
500371,20061,LuxShelf,LuxShelf Shop,ecommerce,interstitial,360,640,en,2026-01-30,reward,free shipping,Start now,Up to 40% off,Shop bestsellers now,blue,calm,12,0.534,54,0.849,0.706,0.467,0.598,0.466,2,2,1,1,0,1,assets/creative_500371.png
500372,20062,ClearLedger,ClearLedger Cash,fintech,native,320,320,es,2026-01-25,urgency,save smarter,Try for free,Earn cashback daily,No hidden fees,green,calm,0,0.328,51,0.888,0.98,0.364,0.151,0.477,2,1,0,0,0,0,assets/creative_500372.png
500373,20062,ClearLedger,ClearLedger Cash,fintech,banner,320,480,es,2026-02-01,ugc,security,Get offer,Secure & simple,No hidden fees,green,premium,0,0.202,68,0.867,0.621,0.313,0.597,0.149,1,1,0,0,0,1,assets/creative_500373.png
500374,20062,ClearLedger,ClearLedger Cash,fintech,banner,320,480,it,2026-02-03,minimalist,2-for-1,Start now,Secure & simple,No hidden fees,lime,trustworthy,0,0.214,93,0.953,0.87,0.148,0.415,0.0,1,2,0,0,0,0,assets/creative_500374.png
500375,20062,ClearLedger,ClearLedger Cash,fintech,native,320,320,es,2026-01-22,gameplay,cashback,Claim reward,"Your money, clearer","Fast signup, instant card",blue,excited,0,0.502,45,0.904,0.826,0.282,0.554,0.224,0,2,0,0,0,0,assets/creative_500375.png
500376,20062,ClearLedger,ClearLedger Cash,fintech,interstitial,360,640,es,2026-01-31,feature-focus,exclusive,Claim reward,"Your money, clearer",No hidden fees,green,playful,5,0.473,76,0.918,0.573,0.285,0.449,0.324,4,0,0,0,0,0,assets/creative_500376.png
500377,20062,ClearLedger,ClearLedger Cash,fintech,banner,320,480,es,2026-01-30,discount,earn more,Claim reward,Secure & simple,No hidden fees,blue,trustworthy,0,0.562,66,0.921,0.622,0.188,0.339,0.256,1,3,0,0,0,0,assets/creative_500377.png
500378,20063,WayPoint,WayPoint Travel,travel,native,320,320,pt,2026-01-19,minimalist,last-minute deal,Claim reward,Last-minute savings,Flexible booking options,purple,urgent,0,0.66,78,0.737,0.669,0.259,0.616,0.662,1,1,0,0,0,0,assets/creative_500378.png
500379,20063,WayPoint,WayPoint Travel,travel,native,320,320,pt,2026-01-28,family,discover,Start now,Book your next trip,Hotels + flights in one tap,teal,playful,0,0.387,70,0.856,0.668,0.479,0.712,0.149,3,1,0,0,0,0,assets/creative_500379.png
500380,20063,WayPoint,WayPoint Travel,travel,rewarded_video,360,640,en,2026-01-29,wanderlust,escape,Order now,Escape this weekend,Flexible booking options,lime,playful,20,0.221,73,0.916,0.583,0.296,0.199,0.614,1,0,1,0,0,0,assets/creative_500380.png
500381,20063,WayPoint,WayPoint Travel,travel,interstitial,360,640,es,2026-01-23,discount,book now,Learn more,Book your next trip,Hotels + flights in one tap,white,trustworthy,8,0.387,40,0.699,0.59,0.402,0.913,0.309,3,1,0,1,0,0,assets/creative_500381.png
500382,20063,WayPoint,WayPoint Travel,travel,interstitial,360,640,en,2026-01-19,wanderlust,limited offer,Get offer,Escape this weekend,Special fares today,teal,urgent,5,0.357,27,0.557,0.632,0.545,0.811,0.739,2,1,1,0,0,0,assets/creative_500382.png
500383,20063,WayPoint,WayPoint Travel,travel,rewarded_video,360,640,en,2026-01-29,family,escape,Get offer,Book your next trip,Flexible booking options,blue,trustworthy,10,0.236,15,0.899,0.841,0.044,0.489,0.36,1,1,1,0,0,1,assets/creative_500383.png
500384,20064,QuickFork,QuickFork Express,food_delivery,banner,320,480,en,2026-01-03,discount,2-for-1,Install now,"Fast food, fast",Late-night deals available,red,playful,0,0.555,61,0.723,0.658,0.382,0.529,0.132,1,2,1,1,0,1,assets/creative_500384.png
500385,20064,QuickFork,QuickFork Express,food_delivery,interstitial,360,640,en,2026-01-03,testimonial,fast,Book now,2-for-1 tonight,Fresh favorites nearby,orange,playful,0,0.52,93,0.605,0.812,0.238,0.317,0.848,1,3,1,1,0,1,assets/creative_500385.png
500386,20064,QuickFork,QuickFork Express,food_delivery,banner,320,480,it,2026-01-18,urgency,free rewards,Claim reward,2-for-1 tonight,Fresh favorites nearby,black,premium,0,0.409,82,0.826,0.571,0.49,0.171,0.336,1,3,1,1,0,1,assets/creative_500386.png
500387,20064,QuickFork,QuickFork Express,food_delivery,native,320,320,it,2026-01-01,combo,late-night,Order now,2-for-1 tonight,Late-night deals available,yellow,premium,0,0.392,33,0.773,0.479,0.195,0.409,0.349,0,2,1,1,0,0,assets/creative_500387.png
500388,20064,QuickFork,QuickFork Express,food_delivery,native,320,320,en,2026-01-13,combo,power-up,Shop now,Hungry? We got you,Free delivery over $15,orange,adventurous,0,0.614,45,0.814,0.562,0.351,0.497,0.264,2,1,0,0,0,0,assets/creative_500388.png
500389,20064,QuickFork,QuickFork Express,food_delivery,banner,320,480,en,2026-01-18,gameplay,fast,Start now,Dinner in minutes,Late-night deals available,purple,calm,0,0.747,42,0.935,0.536,0.316,0.451,0.585,2,2,0,0,0,0,assets/creative_500389.png
500390,20065,BingeLayer,BingeLayer Now,entertainment,rewarded_video,360,640,es,2026-01-30,destination,last-minute deal,Get offer,Stream the hype,Cancel anytime,red,excited,6,0.447,27,0.813,0.634,0.518,0.842,0.275,2,1,0,0,0,1,assets/creative_500390.png
500391,20065,BingeLayer,BingeLayer Now,entertainment,rewarded_video,360,640,en,2026-01-29,celebrity,new season,Get offer,Binge starts now,Start free today,purple,excited,6,0.326,23,0.704,0.616,0.377,0.753,0.829,1,0,0,0,0,1,assets/creative_500391.png
500392,20065,BingeLayer,BingeLayer Now,entertainment,rewarded_video,360,640,es,2026-01-26,urgency,watch now,Shop now,A new season drops,Start free today,black,calm,20,0.403,39,0.772,0.544,0.439,0.915,0.672,0,3,0,0,0,0,assets/creative_500392.png
500393,20065,BingeLayer,BingeLayer Now,entertainment,interstitial,360,640,es,2026-02-07,minimalist,new season,Order now,Binge starts now,New hits every week,red,calm,0,0.191,57,0.9,0.15,0.429,0.466,0.696,4,3,0,0,0,1,assets/creative_500393.png
500394,20065,BingeLayer,BingeLayer Now,entertainment,native,320,320,es,2026-01-30,wanderlust,fast,Try for free,Exclusive tonight,Cancel anytime,purple,excited,0,0.256,39,0.928,0.323,0.341,0.743,0.743,2,2,0,0,0,0,assets/creative_500394.png
500395,20065,BingeLayer,BingeLayer Now,entertainment,native,320,320,es,2026-01-24,drama,trending,Try for free,Exclusive tonight,Start free today,orange,trustworthy,0,0.496,37,0.843,0.315,0.461,0.633,0.776,3,1,0,0,0,1,assets/creative_500395.png
